Gene Symbol,Gene ID,PCC,Tumor
VENTX,ENSG00000151650.7,0.45,LGG Tumor
GBP1P1,ENSG00000225492.6,0.45,LGG Tumor
OR52K3P,ENSG00000225101.4,0.45,LGG Tumor
LGALS12,ENSG00000133317.14,0.45,LGG Tumor
RTCA,ENSG00000137996.12,0.45,LGG Tumor
ZFP36L2,ENSG00000152518.6,0.45,LGG Tumor
RP11-848P1.2,ENSG00000264456.1,0.45,LGG Tumor
SLC39A1,ENSG00000143570.17,0.45,LGG Tumor
LOXL1,ENSG00000129038.15,0.45,LGG Tumor
TGFBR1,ENSG00000106799.12,0.45,LGG Tumor
CLEC5A,ENSG00000258227.6,0.45,LGG Tumor
HLA-DRB1,ENSG00000196126.10,0.45,LGG Tumor
GAPT,ENSG00000175857.8,0.45,LGG Tumor
SNAI1,ENSG00000124216.3,0.45,LGG Tumor
ARHGAP27,ENSG00000159314.11,0.45,LGG Tumor
LSP1,ENSG00000130592.13,0.45,LGG Tumor
ZC3H12D,ENSG00000178199.13,0.45,LGG Tumor
HESX1,ENSG00000163666.8,0.45,LGG Tumor
PLA1A,ENSG00000144837.8,0.45,LGG Tumor
KB-176G8.1,ENSG00000279365.1,0.45,LGG Tumor
PSME2P2,ENSG00000225131.2,0.45,LGG Tumor
RP11-449D8.3,ENSG00000266809.1,0.45,LGG Tumor
IGKV2-14,ENSG00000253265.1,0.45,LGG Tumor
HK3,ENSG00000160883.10,0.45,LGG Tumor
AC145676.2,ENSG00000249852.1,0.45,LGG Tumor
PDK3,ENSG00000067992.12,0.45,LGG Tumor
FSTL3,ENSG00000070404.9,0.45,LGG Tumor
IFI27,ENSG00000165949.12,0.45,LGG Tumor
DNM3OS,ENSG00000230630.2,0.45,LGG Tumor
FCHSD1,ENSG00000197948.10,0.45,LGG Tumor
TEAD3,ENSG00000007866.18,0.45,LGG Tumor
GSAP,ENSG00000186088.15,0.45,LGG Tumor
CPED1,ENSG00000106034.17,0.45,LGG Tumor
NABP1,ENSG00000173559.12,0.45,LGG Tumor
ABI3,ENSG00000108798.8,0.45,LGG Tumor
FYB,ENSG00000082074.15,0.45,LGG Tumor
SLC22A2,ENSG00000112499.12,0.45,LGG Tumor
SELE,ENSG00000007908.15,0.45,LGG Tumor
DCTD,ENSG00000129187.14,0.45,LGG Tumor
TAP1,ENSG00000168394.10,0.45,LGG Tumor
